County,State,Year,Home Value,Income per Capita
Hamilton County,FL,2001,60506,14723
Hamilton County,FL,2002,67791,14884
Hamilton County,FL,2003,75481,16015
Hamilton County,FL,2004,87909,17375
Hamilton County,FL,2005,108132,18996
Hamilton County,FL,2006,127158,19376
Hamilton County,FL,2007,125270,20261
Hamilton County,FL,2008,107196,21047
Hamilton County,FL,2009,91240,20219
Hamilton County,FL,2010,83518,21800
Hamilton County,FL,2011,79609,22624
Hamilton County,FL,2012,79595,21621
Hamilton County,FL,2013,82195,22755
Hamilton County,FL,2014,86509,23687
Hamilton County,FL,2015,88133,24746
Hamilton County,FL,2016,94558,24643
Hamilton County,FL,2017,99942,26188
Hamilton County,FL,2018,105230,27738
Hamilton County,FL,2019,112288,27585
Hamilton County,FL,2020,123115,31456
Hamilton County,FL,2021,150745,34754
Hamilton County,FL,2022,185979,35250
Hamilton County,FL,2023,195220,37368
Hamilton County,IL,2003,79792,21392
Hamilton County,IL,2004,83741,24352
Hamilton County,IL,2005,87507,25284
Hamilton County,IL,2006,90475,26131
Hamilton County,IL,2007,91537,27546
Hamilton County,IL,2008,89397,30369
Hamilton County,IL,2009,80382,30666
Hamilton County,IL,2010,77388,33266
Hamilton County,IL,2011,79371,35195
Hamilton County,IL,2012,94464,34913
Hamilton County,IL,2013,103772,37693
Hamilton County,IL,2014,106150,36514
Hamilton County,IL,2015,110643,37186
Hamilton County,IL,2016,117489,38484
Hamilton County,IL,2017,106807,40444
Hamilton County,IL,2018,104518,42571
Hamilton County,IL,2019,99155,43264
Hamilton County,IL,2020,108490,46806
Hamilton County,IL,2021,106281,54539
Hamilton County,IL,2022,97626,53574
Hamilton County,IL,2023,94154,55005
Hamilton County,IN,2003,170545,44102
Hamilton County,IN,2004,177056,46357
Hamilton County,IN,2005,180271,47756
Hamilton County,IN,2006,183636,51107
Hamilton County,IN,2007,188790,53051
Hamilton County,IN,2008,186633,55564
Hamilton County,IN,2009,179916,52611
Hamilton County,IN,2010,178781,54668
Hamilton County,IN,2011,174549,57938
Hamilton County,IN,2012,176484,60584
Hamilton County,IN,2013,182245,61217
Hamilton County,IN,2014,192043,64123
Hamilton County,IN,2015,200893,66789
Hamilton County,IN,2016,210929,68914
Hamilton County,IN,2017,220844,71186
Hamilton County,IN,2018,232761,74339
Hamilton County,IN,2019,244918,76874
Hamilton County,IN,2020,260712,79468
Hamilton County,IN,2021,300952,90099
Hamilton County,IN,2022,347915,94226
Hamilton County,IN,2023,360634,99456
Hamilton County,NE,2004,120394,31372
Hamilton County,NE,2005,116275,32332
Hamilton County,NE,2006,114685,31828
Hamilton County,NE,2007,115806,37648
Hamilton County,NE,2008,119378,41535
Hamilton County,NE,2009,122808,40865
Hamilton County,NE,2010,122740,40313
Hamilton County,NE,2011,123822,48961
Hamilton County,NE,2012,124117,53257
Hamilton County,NE,2013,130167,54813
Hamilton County,NE,2014,131489,51625
Hamilton County,NE,2015,139748,53620
Hamilton County,NE,2016,160617,51715
Hamilton County,NE,2017,171741,52654
Hamilton County,NE,2018,179710,51790
Hamilton County,NE,2019,193785,53169
Hamilton County,NE,2020,206474,60092
Hamilton County,NE,2021,228617,68327
Hamilton County,NE,2022,253903,68681
Hamilton County,NE,2023,264302,73733
Hamilton County,NY,2000,96902,24952
Hamilton County,NY,2001,103733,26243
Hamilton County,NY,2002,113277,27189
Hamilton County,NY,2003,123987,28252
Hamilton County,NY,2004,138236,29467
Hamilton County,NY,2005,154435,30930
Hamilton County,NY,2006,165667,32207
Hamilton County,NY,2007,172505,34027
Hamilton County,NY,2008,173624,37432
Hamilton County,NY,2009,168575,40005
Hamilton County,NY,2010,166414,40968
Hamilton County,NY,2011,167274,42594
Hamilton County,NY,2012,168252,41921
Hamilton County,NY,2013,167473,41931
Hamilton County,NY,2014,167205,44761
Hamilton County,NY,2015,163020,44316
Hamilton County,NY,2016,166627,45671
Hamilton County,NY,2017,171696,47081
Hamilton County,NY,2018,180215,47349
Hamilton County,NY,2019,184921,48388
Hamilton County,NY,2020,195504,53885
Hamilton County,NY,2021,226129,55662
Hamilton County,NY,2022,259196,54827
Hamilton County,NY,2023,267163,59276
Hamilton County,OH,2000,139806,33939
Hamilton County,OH,2001,147858,34847
Hamilton County,OH,2002,155115,35623
Hamilton County,OH,2003,163710,36514
Hamilton County,OH,2004,170528,38799
Hamilton County,OH,2005,175653,40021
Hamilton County,OH,2006,180894,42464
Hamilton County,OH,2007,180430,43309
Hamilton County,OH,2008,174869,44436
Hamilton County,OH,2009,162327,41935
Hamilton County,OH,2010,165616,43548
Hamilton County,OH,2011,156258,47161
Hamilton County,OH,2012,150425,49240
Hamilton County,OH,2013,154539,49292
Hamilton County,OH,2014,161703,50683
Hamilton County,OH,2015,168256,52390
Hamilton County,OH,2016,177013,53622
Hamilton County,OH,2017,186880,55610
Hamilton County,OH,2018,196562,57842
Hamilton County,OH,2019,208309,59521
Hamilton County,OH,2020,222460,63000
Hamilton County,OH,2021,254833,70050
Hamilton County,OH,2022,281027,72124
Hamilton County,OH,2023,297702,75833
Hamilton County,TN,2000,155435,30862
Hamilton County,TN,2001,161747,30614
Hamilton County,TN,2002,169179,30960
Hamilton County,TN,2003,175092,32295
Hamilton County,TN,2004,183256,33597
Hamilton County,TN,2005,196217,34646
Hamilton County,TN,2006,208862,36503
Hamilton County,TN,2007,216874,37888
Hamilton County,TN,2008,216461,39141
Hamilton County,TN,2009,208217,38458
Hamilton County,TN,2010,205138,40242
Hamilton County,TN,2011,201823,42302
Hamilton County,TN,2012,193753,44397
Hamilton County,TN,2013,198288,43690
Hamilton County,TN,2014,205406,44712
Hamilton County,TN,2015,210115,46961
Hamilton County,TN,2016,220154,47676
Hamilton County,TN,2017,236045,49634
Hamilton County,TN,2018,249266,51573
Hamilton County,TN,2019,261899,53719
Hamilton County,TN,2020,277296,56239
Hamilton County,TN,2021,323349,59664
Hamilton County,TN,2022,377841,62241
Hamilton County,TN,2023,396550,65525
Hamilton County,TX,2012,103924,51198
Hamilton County,TX,2013,110166,53948
Hamilton County,TX,2014,115846,58076
Hamilton County,TX,2015,119983,57969
Hamilton County,TX,2016,122453,54998
Hamilton County,TX,2017,128717,59667
Hamilton County,TX,2018,135193,61009
Hamilton County,TX,2019,142859,66671
Hamilton County,TX,2020,153043,63032
Hamilton County,TX,2021,189024,70499
Hamilton County,TX,2022,226796,69445
Hamilton County,TX,2023,222355,70580
Hamlin County,SD,2012,135014,40175
Hamlin County,SD,2013,140022,43058
Hamlin County,SD,2014,146711,39490
Hamlin County,SD,2015,150556,40722
Hamlin County,SD,2016,157433,41155
Hamlin County,SD,2017,168641,41940
Hamlin County,SD,2018,174365,43829
Hamlin County,SD,2019,172012,44031
Hamlin County,SD,2020,182469,52926
Hamlin County,SD,2021,207252,62459
Hamlin County,SD,2022,235750,65703
Hamlin County,SD,2023,236853,69757
Hampden County,MA,2000,132690,27850
Hampden County,MA,2001,137984,29333
Hampden County,MA,2002,153268,29998
Hampden County,MA,2003,171542,30841
Hampden County,MA,2004,190521,31865
Hampden County,MA,2005,216297,33086
Hampden County,MA,2006,230082,34545
Hampden County,MA,2007,230604,36256
Hampden County,MA,2008,224354,38042
Hampden County,MA,2009,210694,38292
Hampden County,MA,2010,209368,39156
Hampden County,MA,2011,200517,40772
Hampden County,MA,2012,197460,42338
Hampden County,MA,2013,200990,42914
Hampden County,MA,2014,204903,44029
Hampden County,MA,2015,209165,46492
Hampden County,MA,2016,217192,47583
Hampden County,MA,2017,225980,48699
Hampden County,MA,2018,234979,50784
Hampden County,MA,2019,242073,52861
Hampden County,MA,2020,255918,57616
Hampden County,MA,2021,291897,61159
Hampden County,MA,2022,320800,61085
Hampden County,MA,2023,336688,64105
Hampshire County,MA,2000,151447,27944
Hampshire County,MA,2001,157062,29917
Hampshire County,MA,2002,165447,30315
Hampshire County,MA,2003,190272,31044
Hampshire County,MA,2004,215918,32154
Hampshire County,MA,2005,241412,33100
Hampshire County,MA,2006,252322,34638
Hampshire County,MA,2007,255998,36087
Hampshire County,MA,2008,257046,37460
Hampshire County,MA,2009,246145,37940
Hampshire County,MA,2010,245323,38796
Hampshire County,MA,2011,239990,40926
Hampshire County,MA,2012,231316,43557
Hampshire County,MA,2013,234239,43155
Hampshire County,MA,2014,239474,44632
Hampshire County,MA,2015,243661,47205
Hampshire County,MA,2016,250664,48172
Hampshire County,MA,2017,259124,49861
Hampshire County,MA,2018,271254,51633
Hampshire County,MA,2019,277657,54299
Hampshire County,MA,2020,292567,63856
Hampshire County,MA,2021,331593,59520
Hampshire County,MA,2022,366517,60358
Hampshire County,MA,2023,385400,63544
Hampshire County,WV,2008,138298,26696
Hampshire County,WV,2009,139255,26629
Hampshire County,WV,2010,133547,27921
Hampshire County,WV,2011,130805,29189
Hampshire County,WV,2012,132860,29694
Hampshire County,WV,2013,134423,30315
Hampshire County,WV,2014,135935,30821
Hampshire County,WV,2015,140049,32596
Hampshire County,WV,2016,145123,34885
Hampshire County,WV,2017,147526,35141
Hampshire County,WV,2018,152602,36012
Hampshire County,WV,2019,156525,38197
Hampshire County,WV,2020,164290,41112
Hampshire County,WV,2021,192116,45139
Hampshire County,WV,2022,220703,45182
Hampshire County,WV,2023,229729,46417
Hampton City,VA,2000,97442,25863
Hampton City,VA,2001,101019,26972
Hampton City,VA,2002,103767,28424
Hampton City,VA,2003,111613,29886
Hampton City,VA,2004,125266,30693
Hampton City,VA,2005,152348,31193
Hampton City,VA,2006,182223,32381
Hampton City,VA,2007,195695,33614
Hampton City,VA,2008,198840,34482
Hampton City,VA,2009,193494,34903
Hampton City,VA,2010,182835,35747
Hampton City,VA,2011,162335,36704
Hampton City,VA,2012,153074,36894
Hampton City,VA,2013,151805,36817
Hampton City,VA,2014,150601,37646
Hampton City,VA,2015,150950,38946
Hampton City,VA,2016,153972,39353
Hampton City,VA,2017,156244,40241
Hampton City,VA,2018,160840,40557
Hampton City,VA,2019,167235,41596
Hampton City,VA,2020,179054,45450
Hampton City,VA,2021,204205,48708
Hampton City,VA,2022,229367,49129
Hampton City,VA,2023,245330,52364
Hampton County,SC,2009,74699,25030
Hampton County,SC,2010,70221,25652
Hampton County,SC,2011,68661,26834
Hampton County,SC,2012,73484,26034
Hampton County,SC,2013,82917,26653
Hampton County,SC,2014,87994,26983
Hampton County,SC,2015,81401,28166
Hampton County,SC,2016,82147,29322
Hampton County,SC,2017,81651,30480
Hampton County,SC,2018,83852,31698
Hampton County,SC,2019,93121,33393
Hampton County,SC,2020,100718,37968
Hampton County,SC,2021,116440,40916
Hampton County,SC,2022,139589,41809
Hampton County,SC,2023,147835,44723
Hancock County,GA,2009,98668,22138
Hancock County,GA,2010,89535,20907
Hancock County,GA,2011,80330,22441
Hancock County,GA,2012,81104,22577
Hancock County,GA,2013,86386,23310
Hancock County,GA,2014,89085,25028
Hancock County,GA,2015,93389,25942
Hancock County,GA,2016,97272,26457
Hancock County,GA,2017,97601,27664
Hancock County,GA,2018,105907,29406
Hancock County,GA,2019,112954,30672
Hancock County,GA,2020,126933,33359
Hancock County,GA,2021,154336,35097
Hancock County,GA,2022,176425,36195
Hancock County,GA,2023,183057,36621
Hancock County,IA,2009,83786,36500
Hancock County,IA,2010,82708,38546
Hancock County,IA,2011,82764,44293
Hancock County,IA,2012,86535,46968
Hancock County,IA,2013,97362,49763
Hancock County,IA,2014,101773,49454
Hancock County,IA,2015,103854,48517
Hancock County,IA,2016,107588,46005
Hancock County,IA,2017,111902,49125
Hancock County,IA,2018,117404,51076
Hancock County,IA,2019,124036,49725
Hancock County,IA,2020,131594,51090
Hancock County,IA,2021,149605,62208
Hancock County,IA,2022,172489,69616
Hancock County,IA,2023,176340,63316
Hancock County,IN,2003,123011,33566
Hancock County,IN,2004,125185,35297
Hancock County,IN,2005,138593,36382
Hancock County,IN,2006,136326,37973
Hancock County,IN,2007,138047,38438
Hancock County,IN,2008,137982,39564
Hancock County,IN,2009,136295,37486
Hancock County,IN,2010,132975,39005
Hancock County,IN,2011,130469,40530
Hancock County,IN,2012,132184,42478
Hancock County,IN,2013,137729,42742
Hancock County,IN,2014,144992,43172
Hancock County,IN,2015,149646,45152
Hancock County,IN,2016,155136,46667
Hancock County,IN,2017,162919,48023
Hancock County,IN,2018,173577,50234
Hancock County,IN,2019,185366,51474
Hancock County,IN,2020,199972,54238
Hancock County,IN,2021,230974,59257
Hancock County,IN,2022,267464,63189
Hancock County,IN,2023,275747,65651
Hancock County,KY,2000,84493,20249
Hancock County,KY,2001,89033,21070
Hancock County,KY,2002,89982,21749
Hancock County,KY,2003,92382,22831
Hancock County,KY,2004,96998,25227
Hancock County,KY,2005,80843,24846
Hancock County,KY,2006,80752,30077
Hancock County,KY,2007,82649,39927
Hancock County,KY,2008,82516,60575
Hancock County,KY,2009,80880,40103
Hancock County,KY,2010,79993,39511
Hancock County,KY,2011,79988,33291
Hancock County,KY,2012,81619,33056
Hancock County,KY,2013,80886,34528
Hancock County,KY,2014,87018,34264
Hancock County,KY,2015,90607,34884
Hancock County,KY,2016,95422,33786
Hancock County,KY,2017,104959,34205
Hancock County,KY,2018,115686,35605
Hancock County,KY,2019,123490,38861
Hancock County,KY,2020,132101,41774
Hancock County,KY,2021,145696,50306
Hancock County,KY,2022,165196,60439
Hancock County,KY,2023,171916,64129
Hancock County,ME,2000,229562,29602
Hancock County,ME,2001,246438,31807
Hancock County,ME,2002,273584,32128
Hancock County,ME,2003,306845,32712
Hancock County,ME,2004,356625,34392
Hancock County,ME,2005,362553,34282
Hancock County,ME,2006,361651,35725
Hancock County,ME,2007,362825,35992
Hancock County,ME,2008,357944,37731
Hancock County,ME,2009,257134,38349
Hancock County,ME,2010,241096,39938
Hancock County,ME,2011,232326,41135
Hancock County,ME,2012,221349,41452
Hancock County,ME,2013,219080,41324
Hancock County,ME,2014,223198,43892
Hancock County,ME,2015,235773,46311
Hancock County,ME,2016,246279,47129
Hancock County,ME,2017,252423,48547
Hancock County,ME,2018,267396,49622
Hancock County,ME,2019,274579,52550
Hancock County,ME,2020,297147,55645
Hancock County,ME,2021,359688,61646
Hancock County,ME,2022,414625,64318
Hancock County,ME,2023,428840,68181
Hancock County,MS,2012,104794,32398
Hancock County,MS,2013,108158,32206
Hancock County,MS,2014,111992,33553
Hancock County,MS,2015,122185,32900
Hancock County,MS,2016,130885,33602
Hancock County,MS,2017,138408,34438
Hancock County,MS,2018,146714,35649
Hancock County,MS,2019,155145,37863
Hancock County,MS,2020,165191,40586
Hancock County,MS,2021,189829,45007
Hancock County,MS,2022,217145,45554
Hancock County,MS,2023,210721,48425
Hancock County,OH,2000,112864,28915
Hancock County,OH,2001,117326,31651
Hancock County,OH,2002,119768,31642
Hancock County,OH,2003,126282,31848
Hancock County,OH,2004,130227,31447
Hancock County,OH,2005,131023,31994
Hancock County,OH,2006,136220,33558
Hancock County,OH,2007,135922,34503
Hancock County,OH,2008,131775,35476
Hancock County,OH,2009,131141,34465
Hancock County,OH,2010,126279,36655
Hancock County,OH,2011,120294,40209
Hancock County,OH,2012,116483,41077
Hancock County,OH,2013,118128,41415
Hancock County,OH,2014,126300,47410
Hancock County,OH,2015,134585,56704
Hancock County,OH,2016,140902,50654
Hancock County,OH,2017,148091,48335
Hancock County,OH,2018,155512,50329
Hancock County,OH,2019,159771,50911
Hancock County,OH,2020,171551,55589
Hancock County,OH,2021,192571,56957
Hancock County,OH,2022,206718,59676
Hancock County,OH,2023,213322,62204
Hancock County,TN,2000,54816,14443
Hancock County,TN,2001,56284,14905
Hancock County,TN,2002,60614,15331
Hancock County,TN,2003,62439,15914
Hancock County,TN,2004,64759,16342
Hancock County,TN,2005,68801,16964
Hancock County,TN,2006,74162,17604
Hancock County,TN,2007,79155,18432
Hancock County,TN,2008,81098,20077
Hancock County,TN,2009,80397,20412
Hancock County,TN,2010,79067,21185
Hancock County,TN,2011,79365,21686
Hancock County,TN,2012,82334,22698
Hancock County,TN,2013,85277,22868
Hancock County,TN,2014,87018,23906
Hancock County,TN,2015,89601,24864
Hancock County,TN,2016,93732,24633
Hancock County,TN,2017,97686,25244
Hancock County,TN,2018,97926,26163
Hancock County,TN,2019,106492,27476
Hancock County,TN,2020,117713,30618
Hancock County,TN,2021,136383,33327
Hancock County,TN,2022,154430,32401
Hancock County,TN,2023,155332,33223
Hancock County,WV,2008,72933,32095
Hancock County,WV,2009,75353,31502
Hancock County,WV,2010,73342,32867
Hancock County,WV,2011,70532,34445
Hancock County,WV,2012,70875,35538
Hancock County,WV,2013,73006,35780
Hancock County,WV,2014,74505,36543
Hancock County,WV,2015,77871,37881
Hancock County,WV,2016,79723,38254
Hancock County,WV,2017,81048,39434
Hancock County,WV,2018,84337,41584
Hancock County,WV,2019,87417,43078
Hancock County,WV,2020,92608,45884
Hancock County,WV,2021,110067,50091
Hancock County,WV,2022,118819,51423
Hancock County,WV,2023,117861,53854
Hanover County,VA,2000,161693,32221
Hanover County,VA,2001,166564,34685
Hanover County,VA,2002,174480,35009
Hanover County,VA,2003,185651,36276
Hanover County,VA,2004,202996,37689
Hanover County,VA,2005,230857,39557
Hanover County,VA,2006,262213,41554
Hanover County,VA,2007,273705,43652
Hanover County,VA,2008,268423,45412
Hanover County,VA,2009,249809,43710
Hanover County,VA,2010,234400,44730
Hanover County,VA,2011,221209,46997
Hanover County,VA,2012,220541,48443
Hanover County,VA,2013,231137,48636
Hanover County,VA,2014,239612,51355
Hanover County,VA,2015,249312,54116
Hanover County,VA,2016,260331,55818
Hanover County,VA,2017,272148,57186
Hanover County,VA,2018,284384,58474
Hanover County,VA,2019,293589,60966
Hanover County,VA,2020,308721,64923
Hanover County,VA,2021,342962,69372
Hanover County,VA,2022,369331,72751
Hanover County,VA,2023,384697,77005
Haralson County,GA,2000,72153,21380
Haralson County,GA,2001,78773,21857
Haralson County,GA,2002,83788,22233
Haralson County,GA,2003,87045,22601
Haralson County,GA,2004,90021,23832
Haralson County,GA,2005,97143,24557
Haralson County,GA,2006,101049,25839
Haralson County,GA,2007,103181,27117
Haralson County,GA,2008,92185,27721
Haralson County,GA,2009,86721,26837
Haralson County,GA,2010,79802,27416
Haralson County,GA,2011,73366,28807
Haralson County,GA,2012,70742,29637
Haralson County,GA,2013,82036,29946
Haralson County,GA,2014,89908,31417
Haralson County,GA,2015,95516,32968
Haralson County,GA,2016,106126,34103
Haralson County,GA,2017,116413,35192
Haralson County,GA,2018,131245,36521
Haralson County,GA,2019,142932,38095
Haralson County,GA,2020,154551,40557
Haralson County,GA,2021,183899,44224
Haralson County,GA,2022,219448,45239
Haralson County,GA,2023,227375,46887
Hardee County,FL,2000,61218,17829
Hardee County,FL,2001,67006,18644
Hardee County,FL,2002,72870,18482
Hardee County,FL,2003,78621,18789
Hardee County,FL,2004,91514,19718
Hardee County,FL,2005,110969,21204
Hardee County,FL,2006,127552,21227
Hardee County,FL,2007,125627,21715
Hardee County,FL,2008,107898,21997
Hardee County,FL,2009,90912,21849
Hardee County,FL,2010,84863,23221
Hardee County,FL,2011,82236,24257
Hardee County,FL,2012,78428,25400
Hardee County,FL,2013,78502,24633
Hardee County,FL,2014,80394,25703
Hardee County,FL,2015,86302,27100
Hardee County,FL,2016,96269,26484
Hardee County,FL,2017,103195,28575
Hardee County,FL,2018,113088,28141
Hardee County,FL,2019,121513,30029
Hardee County,FL,2020,132686,32201
Hardee County,FL,2021,159591,35785
Hardee County,FL,2022,193869,35063
Hardee County,FL,2023,205035,36871
Hardeman County,TN,2000,59912,16961
Hardeman County,TN,2001,62552,17214
Hardeman County,TN,2002,65003,17424
Hardeman County,TN,2003,67261,18480
Hardeman County,TN,2004,70282,18942
Hardeman County,TN,2005,76107,19926
Hardeman County,TN,2006,82143,20364
Hardeman County,TN,2007,86150,21230
Hardeman County,TN,2008,87195,22468
Hardeman County,TN,2009,85375,22601
Hardeman County,TN,2010,83202,23507
Hardeman County,TN,2011,81519,24601
Hardeman County,TN,2012,82255,25275
Hardeman County,TN,2013,81903,26253
Hardeman County,TN,2014,82537,25764
Hardeman County,TN,2015,83102,26563
Hardeman County,TN,2016,87901,26901
Hardeman County,TN,2017,93168,27528
Hardeman County,TN,2018,96080,28326
Hardeman County,TN,2019,102383,30388
Hardeman County,TN,2020,110990,32660
Hardeman County,TN,2021,126072,36255
Hardeman County,TN,2022,145804,35079
Hardeman County,TN,2023,153213,36966
Hardin County,KY,2000,78112,25672
Hardin County,KY,2001,81885,26713
Hardin County,KY,2002,86028,27760
Hardin County,KY,2003,89467,29320
Hardin County,KY,2004,91292,30487
Hardin County,KY,2005,97777,30759
Hardin County,KY,2006,102168,31925
Hardin County,KY,2007,105531,32728
Hardin County,KY,2008,103322,34132
Hardin County,KY,2009,98987,35108
Hardin County,KY,2010,100733,35286
Hardin County,KY,2011,100961,37052
Hardin County,KY,2012,102476,37522
Hardin County,KY,2013,102135,36807
Hardin County,KY,2014,103004,38221
Hardin County,KY,2015,103527,39885
Hardin County,KY,2016,106276,41182
Hardin County,KY,2017,113504,42032
Hardin County,KY,2018,123227,42536
Hardin County,KY,2019,131253,44435
Hardin County,KY,2020,142684,47872
Hardin County,KY,2021,162432,52376
Hardin County,KY,2022,181037,53562
Hardin County,KY,2023,187579,56117
Hardin County,OH,2000,84836,21397
Hardin County,OH,2001,89574,22003
Hardin County,OH,2002,92178,21970
Hardin County,OH,2003,95180,22801
Hardin County,OH,2004,98330,23765
Hardin County,OH,2005,102410,24084
Hardin County,OH,2006,103457,24560
Hardin County,OH,2007,103511,25729
Hardin County,OH,2008,101837,27420
Hardin County,OH,2009,99145,27004
Hardin County,OH,2010,97978,27560
Hardin County,OH,2011,96788,30088
Hardin County,OH,2012,97444,29264
Hardin County,OH,2013,98991,30523
Hardin County,OH,2014,102036,30791
Hardin County,OH,2015,104921,29880
Hardin County,OH,2016,106499,30580
Hardin County,OH,2017,108869,31755
Hardin County,OH,2018,116452,33345
Hardin County,OH,2019,124382,33734
Hardin County,OH,2020,133804,37118
Hardin County,OH,2021,154173,40605
Hardin County,OH,2022,170135,40521
Hardin County,OH,2023,173957,42958
Hardin County,TN,2000,69554,21337
Hardin County,TN,2001,72985,22085
Hardin County,TN,2002,76113,22081
Hardin County,TN,2003,78648,22729
Hardin County,TN,2004,81516,24458
Hardin County,TN,2005,85412,25758
Hardin County,TN,2006,91767,26200
Hardin County,TN,2007,98745,27693
Hardin County,TN,2008,102701,29520
Hardin County,TN,2009,101459,29799
Hardin County,TN,2010,99495,30663
Hardin County,TN,2011,98897,32771
Hardin County,TN,2012,100846,34265
Hardin County,TN,2013,102855,34446
Hardin County,TN,2014,105426,33905
Hardin County,TN,2015,111048,33966
Hardin County,TN,2016,116036,34403
Hardin County,TN,2017,120808,35594
Hardin County,TN,2018,125858,37487
Hardin County,TN,2019,135507,38909
Hardin County,TN,2020,142628,41851
Hardin County,TN,2021,165322,45317
Hardin County,TN,2022,196796,45206
Hardin County,TN,2023,202938,47525
Hardin County,TX,2009,146034,34754
Hardin County,TX,2010,144617,35569
Hardin County,TX,2011,142898,37883
Hardin County,TX,2012,143799,40037
Hardin County,TX,2013,144700,39889
Hardin County,TX,2014,149290,42473
Hardin County,TX,2015,154837,43692
Hardin County,TX,2016,159240,44292
Hardin County,TX,2017,163289,45458
Hardin County,TX,2018,169713,47649
Hardin County,TX,2019,185381,49140
Hardin County,TX,2020,198852,50558
Hardin County,TX,2021,210694,52971
Hardin County,TX,2022,225033,52853
Hardin County,TX,2023,220013,56424
Hardy County,WV,2008,124132,23971
Hardy County,WV,2009,126713,24715
Hardy County,WV,2010,124344,26160
Hardy County,WV,2011,119403,27805
Hardy County,WV,2012,126162,27804
Hardy County,WV,2013,127957,28613
Hardy County,WV,2014,117053,29150
Hardy County,WV,2015,119197,30496
Hardy County,WV,2016,123026,30834
Hardy County,WV,2017,124118,33008
Hardy County,WV,2018,128637,32760
Hardy County,WV,2019,134215,33994
Hardy County,WV,2020,141597,35537
Hardy County,WV,2021,173562,40407
Hardy County,WV,2022,197663,45583
Hardy County,WV,2023,209517,43439
Harford County,MD,2000,170681,31965
Harford County,MD,2001,178080,33439
Harford County,MD,2002,190850,34710
Harford County,MD,2003,212727,36145
Harford County,MD,2004,246001,37615
Harford County,MD,2005,293793,39442
Harford County,MD,2006,333454,41472
Harford County,MD,2007,340830,43554
Harford County,MD,2008,324224,45322
Harford County,MD,2009,297429,45037
Harford County,MD,2010,287738,46464
Harford County,MD,2011,270413,48191
Harford County,MD,2012,263268,48722
Harford County,MD,2013,267333,48378
Harford County,MD,2014,274653,50033
Harford County,MD,2015,278686,51588
Harford County,MD,2016,286168,53250
Harford County,MD,2017,293550,55087
Harford County,MD,2018,303538,56658
Harford County,MD,2019,312865,58965
Harford County,MD,2020,328355,62309
Harford County,MD,2021,367612,66466
Harford County,MD,2022,396041,67325
Harford County,MD,2023,410991,71196
Harnett County,NC,2000,130597,22081
Harnett County,NC,2001,136329,22623
Harnett County,NC,2002,136395,22538
Harnett County,NC,2003,138596,23133
Harnett County,NC,2004,141357,24555
Harnett County,NC,2005,148636,25913
Harnett County,NC,2006,159225,27034
Harnett County,NC,2007,166336,27779
Harnett County,NC,2008,166824,28328
Harnett County,NC,2009,143728,28144
Harnett County,NC,2010,141375,28386
Harnett County,NC,2011,136511,28545
Harnett County,NC,2012,136121,28897
Harnett County,NC,2013,136544,30246
Harnett County,NC,2014,141406,31316
Harnett County,NC,2015,146615,32313
Harnett County,NC,2016,151852,32419
Harnett County,NC,2017,161312,33638
Harnett County,NC,2018,169614,34751
Harnett County,NC,2019,177243,36530
Harnett County,NC,2020,189747,39351
Harnett County,NC,2021,221214,44304
Harnett County,NC,2022,263893,45691
Harnett County,NC,2023,278345,47518
Harney County,OR,2010,89025,27780
Harney County,OR,2011,83721,28157
Harney County,OR,2012,82997,30060
Harney County,OR,2013,85912,31244
Harney County,OR,2014,90933,34856
Harney County,OR,2015,90591,36768
Harney County,OR,2016,91689,37075
Harney County,OR,2017,100720,35870
Harney County,OR,2018,108700,38344
Harney County,OR,2019,115196,40619
Harney County,OR,2020,128750,44609
Harney County,OR,2021,159999,50171
Harney County,OR,2022,189804,52128
Harney County,OR,2023,197297,53228
Harris County,GA,2000,105021,30693
Harris County,GA,2001,113867,30015
Harris County,GA,2002,120847,30353
Harris County,GA,2003,125171,30748
Harris County,GA,2004,136372,32176
Harris County,GA,2005,134525,32775
Harris County,GA,2006,141347,33603
Harris County,GA,2007,146831,35592
Harris County,GA,2008,146525,37253
Harris County,GA,2009,175563,36177
Harris County,GA,2010,159348,36471
Harris County,GA,2011,149299,38771
Harris County,GA,2012,148401,39743
Harris County,GA,2013,150258,40350
Harris County,GA,2014,152004,41635
Harris County,GA,2015,154868,43438
Harris County,GA,2016,157328,44928
Harris County,GA,2017,159446,46331
Harris County,GA,2018,169675,48610
Harris County,GA,2019,176900,49915
Harris County,GA,2020,191783,53152
Harris County,GA,2021,219618,56765
Harris County,GA,2022,247512,57319
Harris County,GA,2023,258508,60495
Harris County,TX,2000,131047,34458
Harris County,TX,2001,131610,35389
Harris County,TX,2002,134268,34118
Harris County,TX,2003,137905,35129
Harris County,TX,2004,144905,37473
Harris County,TX,2005,152123,40088
Harris County,TX,2006,155686,43176
Harris County,TX,2007,161605,44677
Harris County,TX,2008,161960,49049
Harris County,TX,2009,158990,44252
Harris County,TX,2010,158623,46134
Harris County,TX,2011,152334,49343
Harris County,TX,2012,152006,52976
Harris County,TX,2013,160245,51850
Harris County,TX,2014,176548,54387
Harris County,TX,2015,195054,53611
Harris County,TX,2016,204826,50335
Harris County,TX,2017,212319,53826
Harris County,TX,2018,220723,57622
Harris County,TX,2019,229154,58692
Harris County,TX,2020,237489,59094
Harris County,TX,2021,265175,65949
Harris County,TX,2022,306238,70644
